CID,IUPACName,MolecularFormula,MW,logP,TPSA,HBD,HBA,RotatableBonds,HeavyAtoms,CanonicalSMILES,InChIKey
9868037,3-(quinolin-4-ylmethylamino)-N-[4-(trifluoromethoxy)phenyl]thiophene-2-carboxamide,C22H16F3N3O2S,443.4,6.2,91.5,2,8,6,31,,FGTCROZDHDSNIO-UHFFFAOYSA-N
11234052,"(2R)-1-[4-[(4-fluoro-2-methyl-1H-indol-5-yl)oxy]-5-methylpyrrolo[2,1-f][1,2,4]triazin-6-yl]oxypropan-2-ol",C19H19FN4O3,370.4,3.0,84.7,2,6,5,27,,WCWUXEGQKLTGDX-LLVKDONJSA-N
17513,"5-amino-1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]imidazole-4-carboxamide",C9H14N4O5,258.23,-2.2,157.0,5,7,3,18,,RTRQQBHATOEIAF-UUOKFMHZSA-N
11313622,"4-benzyl-2-naphthalen-1-yl-1,2,4-thiadiazolidine-3,5-dione",C19H14N2O2S,334.4,4.3,65.9,0,3,3,24,,PMJIHLSCWIDGMD-UHFFFAOYSA-N
22576,"N,N-dimethyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,9,11,13-heptaenylidene)propan-1-amine;hydrochloride",C20H22ClN,311.8,,3.2,1,1,3,22,,VXEAYBOGHINOKW-UHFFFAOYSA-N
10297043,"6-[4-[(4-ethylpiperazin-1-yl)methyl]phenyl]-N-[(1R)-1-phenylethyl]-7H-pyrrolo[2,3-d]pyrimidin-4-amine",C27H32N6,440.6,4.6,60.1,2,5,7,33,,OONFNUWBHFSNBT-HXUWFJFHSA-N
92727,"(2S)-N-[(2S,4S,5S)-5-[[2-(2,6-dimethylphenoxy)acetyl]amino]-4-hydroxy-1,6-diphenylhexan-2-yl]-3-methyl-2-(2-oxo-1,3-diazinan-1-yl)butanamide",C37H48N4O5,628.8,5.9,120.0,4,5,15,46,,KJHKTHWMRKYKJE-SUGCFTRWSA-N
444795,"(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoic acid",C20H28O2,300.4,6.3,37.3,1,2,5,22,,SHGAZHPCJJPHSC-YCNIQYBTSA-N
104799,1-(2-chloroethyl)-3-(1-diethoxyphosphorylethyl)-1-nitrosourea,C9H19ClN3O5P,315.69,0.9,97.3,1,6,8,19,,YAKWPXVTIGTRJH-UHFFFAOYSA-N
54685047,"(4S,4aR,5S,5aR,12aR)-4-(dimethylamino)-1,5,10,11,12a-pentahydroxy-6-methylidene-3,12-dioxo-4,4a,5,5a-tetrahydrotetracene-2-carboxamide;hydrochloride",C22H23ClN2O8,478.9,,182.0,7,9,2,33,,VXPSARQTYDZXAO-CCHMMTNSSA-N
49792850,"1-[4-[4-[3-methyl-4-[[(1R)-1-phenylethoxy]carbonylamino]-1,2-oxazol-5-yl]phenyl]phenyl]cyclopropane-1-carboxylic acid",C29H26N2O5,482.5,5.3,102.0,2,6,8,36,,GQBRZBHEPUQRPL-LJQANCHMSA-N
148121,"(2S)-2-[[4-[1-(2,4-diaminopteridin-6-yl)pent-4-yn-2-yl]benzoyl]amino]pentanedioic acid",C23H23N7O5,477.5,-0.9,207.0,5,11,10,35,,OGSBUKJUDHAQEA-WMCAAGNKSA-N
3825,2-(3-benzoylphenyl)propanoic acid,C16H14O3,254.28,3.1,54.4,1,3,4,19,,DKYWVDODHFEZIM-UHFFFAOYSA-N
3767,pyridine-4-carbohydrazide,C6H7N3O,137.14,-0.7,68.0,2,3,1,10,,QRXWMOHMRWLFEY-UHFFFAOYSA-N
14720269,sodium 2-[[4-(3-methoxypropoxy)-3-methyl-2-pyridinyl]methylsulfinyl]benzimidazol-1-ide,C18H20N3NaO3S,381.4,,81.5,0,7,8,26,,KRCQSTCYZUOBHN-UHFFFAOYSA-N
11326715,(2S)-3-(4-cyanophenoxy)-N-[4-cyano-3-(trifluoromethyl)phenyl]-2-hydroxy-2-methylpropanamide,C19H14F3N3O3,389.3,2.7,106.0,2,8,5,28,,JNGVJMBLXIUVRD-SFHVURJKSA-N
181458,"3,5-dimethyladamantan-1-amine;hydrochloride",C12H22ClN,215.76,,26.0,2,1,0,14,,LDDHMLJTFXJGPI-UHFFFAOYSA-N
6915944,"(6R,7R)-7-[[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-hydroxyiminoacetyl]amino]-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",C14H13N5O5S2,395.4,0.0,212.0,4,10,5,26,,RTXOFQZKPXMALH-GHXIOONMSA-N
2749,6-cyclohexyl-1-hydroxy-4-methylpyridin-2-one,C12H17NO2,207.27,2.0,40.5,1,2,1,15,,SCKYRAXSEDYPSA-UHFFFAOYSA-N
44631912,"7-cyclopentyl-N,N-dimethyl-2-[(5-piperazin-1-yl-2-pyridinyl)amino]pyrrolo[2,3-d]pyrimidine-6-carboxamide",C23H30N8O,434.5,2.2,91.2,2,7,5,32,,RHXHGRAEPCAFML-UHFFFAOYSA-N
11497983,2-[ethyl-[3-[4-[[5-[2-(3-fluoroanilino)-2-oxoethyl]-1H-pyrazol-3-yl]amino]quinazolin-7-yl]oxypropyl]amino]ethyl dihydrogen phosphate,C26H31FN7O6P,587.5,-0.4,175.0,5,12,15,41,,GBJVVSCPOBPEIT-UHFFFAOYSA-N
46224413,"(2S)-2-[[(2S)-6,8-difluoro-1,2,3,4-tetrahydronaphthalen-2-yl]amino]-N-[1-[1-(2,2-dimethylpropylamino)-2-methylpropan-2-yl]imidazol-4-yl]pentanamide",C27H41F2N5O,489.6,4.8,71.0,3,6,11,35,,VFCRKLWBYMDAED-REWPJTCUSA-N
11364421,4-[[(7R)-8-cyclopentyl-7-ethyl-5-methyl-6-oxo-7H-pteridin-2-yl]amino]-3-methoxy-N-(1-methylpiperidin-4-yl)benzamide,C28H39N7O3,521.7,3.7,103.0,2,8,7,38,,XQVVPGYIWAGRNI-JOCHJYFZSA-N
10459564,"1-(3-tert-butyl-4-methoxy-5-morpholin-4-ylphenyl)-2-(5,6-diethoxy-4-fluoro-3-imino-1H-isoindol-2-yl)ethanone",C29H38FN3O5,527.6,4.6,84.3,1,8,10,38,,QWKAUGRRIXBIPO-UHFFFAOYSA-N
24889392,"1-(5-tert-butyl-1,2-oxazol-3-yl)-3-[4-[6-(2-morpholin-4-ylethoxy)imidazo[2,1-b][1,3]benzothiazol-2-yl]phenyl]urea",C29H32N6O4S,560.7,5.6,134.0,2,8,8,40,,CVWXJKQAOSCOAB-UHFFFAOYSA-N
23635314,N-benzyl-2-[5-[4-(2-morpholin-4-ylethoxy)phenyl]-2-pyridinyl]acetamide,C26H29N3O3,431.5,2.9,63.7,1,5,9,32,,HUNGUWOZPQBXGX-UHFFFAOYSA-N
123596,methanesulfonic acid;4-[(4-methylpiperazin-1-yl)methyl]-N-[4-methyl-3-[(4-pyridin-3-ylpyrimidin-2-yl)amino]phenyl]benzamide,C30H35N7O4S,589.7,,149.0,3,10,7,42,,YLMAHDNUQAMNNX-UHFFFAOYSA-N
108150,"[(1R,2R,3R,11S,12S,14R,26R)-5,6',12-trihydroxy-6,7'-dimethoxy-7,21,30-trimethyl-27-oxospiro[17,19,28-trioxa-24-thia-13,30-diazaheptacyclo[12.9.6.13,11.02,13.04,9.015,23.016,20]triaconta-4(9),5,7,15,20,22-hexaene-26,1'-3,4-dihydro-2H-isoquinoline]-22-yl] acetate",C39H43N3O11S,761.8,3.4,194.0,4,15,4,54,,PKVRCIRHQMSYJX-AIFWHQITSA-N
50922691,"N,N-dicyclopropyl-7-[(1,5-dimethylpyrazol-3-yl)amino]-10-ethyl-3-methyl-3,5,8,10-tetrazatricyclo[7.3.0.02,6]dodeca-1,4,6,8,11-pentaene-11-carboxamide",C23H28N8O,432.5,2.9,85.8,1,5,6,32,,JCINBYQJBYJGDM-UHFFFAOYSA-N
11667893,"N-(3,3-dimethyl-1,2-dihydroindol-6-yl)-2-(pyridin-4-ylmethylamino)pyridine-3-carboxamide",C22H23N5O,373.5,3.9,78.9,3,5,5,28,,RAHBGWKEPAQNFF-UHFFFAOYSA-N
68624,"1-ethyl-6,8-difluoro-7-(3-methylpiperazin-1-yl)-4-oxoquinoline-3-carboxylic acid;hydrochloride",C17H20ClF2N3O3,387.8,,72.9,3,8,3,26,,KXEBLAPZMOQCKO-UHFFFAOYSA-N
5311217,"diethyl 2,6-dimethyl-4-[2-[(E)-3-[(2-methylpropan-2-yl)oxy]-3-oxoprop-1-enyl]phenyl]-1,4-dihydropyridine-3,5-dicarboxylate",C26H33NO6,455.5,4.5,90.9,1,7,11,33,,GKQPCPXONLDCMU-CCEZHUSRSA-N
24996872,"5-[4-[[6-(4-methylsulfonylphenyl)-3-pyridinyl]oxymethyl]piperidin-1-yl]-3-propan-2-yl-1,2,4-oxadiazole",C23H28N4O4S,456.6,4.0,107.0,0,8,7,32,,AYJRTVVIBJSSKN-UHFFFAOYSA-N
20279,"(2R,3S,5R)-5-(6-amino-2-chloropurin-9-yl)-2-(hydroxymethyl)oxolan-3-ol",C10H12ClN5O3,285.69,0.8,119.0,3,7,2,19,,PTOAARAWEBMLNO-KVQBGUIXSA-N
16678941,"3-[6-[[1-(2,2-difluoro-1,3-benzodioxol-5-yl)cyclopropanecarbonyl]amino]-3-methyl-2-pyridinyl]benzoic acid",C24H18F2N2O5,452.4,4.4,97.8,2,8,5,33,,UFSKUSARDNFIRC-UHFFFAOYSA-N
104865,4-tert-butyl-N-[6-(2-hydroxyethoxy)-5-(2-methoxyphenoxy)-2-pyrimidin-2-ylpyrimidin-4-yl]benzenesulfonamide,C27H29N5O6S,551.6,3.8,154.0,2,11,11,39,,GJPICJJJRGTNOD-UHFFFAOYSA-N
9918559,"[(2R)-1-cyanobutan-2-yl] N-[(1S)-1-[3-[[3-methoxy-4-(1,3-oxazol-5-yl)phenyl]carbamoylamino]phenyl]ethyl]carbamate",C25H27N5O5,477.5,3.1,139.0,3,7,10,35,,GYCPCOJTCINIFZ-OXJNMPFZSA-N
59448236,"cis-(1R,3S)-N-[[4-cyano-2-(trifluoromethyl)phenyl]methyl]-3-[[4-methyl-6-(methylamino)-1,3,5-triazin-2-yl]amino]cyclohexane-1-carboxamide",C21H24F3N7O,447.5,3.7,116.0,3,10,6,32,,LQHDJQIMETZMPH-ZBFHGGJFSA-N
25254071,"(2S)-1-[4-[[2-(2-aminopyrimidin-5-yl)-7-methyl-4-morpholin-4-ylthieno[3,2-d]pyrimidin-6-yl]methyl]piperazin-1-yl]-2-hydroxypropan-1-one",C23H30N8O3S,498.6,0.2,162.0,2,11,5,35,,YOVVNQKCSKSHKT-HNNXBMFYSA-N
2159,4-amino-N-[(1-ethylpyrrolidin-2-yl)methyl]-5-ethylsulfonyl-2-methoxybenzamide,C17H27N3O4S,369.5,1.5,110.0,2,6,7,25,,NTJOBXMMWNYJFB-UHFFFAOYSA-N
135565596,"2-amino-N-[7-methoxy-8-(3-morpholin-4-ylpropoxy)-2,3-dihydro-1H-imidazo[1,2-c]quinazolin-5-ylidene]pyrimidine-5-carboxamide",C23H28N8O4,480.5,0.3,140.0,2,9,7,35,,MWYDSXOGIBMAET-UHFFFAOYSA-N
60198,"(8R,9S,10R,13S,14S)-10,13-dimethyl-6-methylidene-7,8,9,11,12,14,15,16-octahydrocyclopenta[a]phenanthrene-3,17-dione",C20H24O2,296.4,3.1,34.1,0,2,0,22,,BFYIZQONLCFLEV-DAELLWKTSA-N
6436173,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,36-tetrahydroxy-11-methoxy-3,7,12,14,16,18,22,30-octamethyl-6,23-dioxo-8,37-dioxa-24,27,33-triazahexacyclo[23.10.1.14,7.05,35.026,34.027,32]heptatriaconta-1(35),2,4,9,19,21,25(36),26(34),28,30,32-undecaen-13-yl] acetate",C43H51N3O11,785.9,6.9,198.0,5,12,3,57,,NZCRJKRKKOLAOJ-XRCRFVBUSA-N
53262401,"3-[3-[4-(1-aminocyclobutyl)phenyl]-5-phenylimidazo[4,5-b]pyridin-2-yl]pyridin-2-amine",C27H24N6,432.5,3.8,95.6,2,5,4,33,,HNFMVVHMKGFCMB-UHFFFAOYSA-N
11749858,3-[(dimethylamino)methyl]-N-[2-[4-(hydroxycarbamoyl)phenoxy]ethyl]-1-benzofuran-2-carboxamide,C21H23N3O5,397.4,2.2,104.0,3,6,8,29,,MAUCONCHVWBMHK-UHFFFAOYSA-N
73774610,"(2S,3R,4S,5R,6R)-4-[4-(3-fluorophenyl)triazol-1-yl]-2-[(2S,3R,4S,5R,6R)-4-[4-(3-fluorophenyl)triazol-1-yl]-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]sulfanyl-6-(hydroxymethyl)oxane-3,5-diol",C28H30F2N6O8S,648.6,0.2,227.0,6,15,8,45,,YGIDGBAHDZEYMT-MQFIMZJJSA-N
3308,"2-(1,8-diethyl-4,9-dihydro-3H-pyrano[3,4-b]indol-1-yl)acetic acid",C17H21NO3,287.35,2.8,62.3,2,3,4,21,,NNYBQONXHNTVIJ-UHFFFAOYSA-N
53359,2-[[6-methoxy-5-(trifluoromethyl)naphthalene-1-carbothioyl]-methylamino]acetic acid,C16H14F3NO3S,357.3,3.7,81.9,1,7,4,24,,LUBHDINQXIHVLS-UHFFFAOYSA-N
60855,"(2R,3R,4S)-3-acetamido-4-(diaminomethylideneamino)-2-[(1R,2R)-1,2,3-trihydroxypropyl]-3,4-dihydro-2H-pyran-6-carboxylic acid",C12H20N4O7,332.31,-3.2,201.0,7,8,6,23,,ARAIBEBZBOPLMB-UFGQHTETSA-N
441207,"3-[(3S,5R,8R,9S,10S,13R,14S,17R)-3-[(2R,4S,5S,6R)-5-[(2S,4S,5S,6R)-5-[(2S,4S,5S,6R)-4,5-dihydroxy-6-methyloxan-2-yl]oxy-4-hydroxy-6-methyloxan-2-yl]oxy-4-hydroxy-6-methyloxan-2-yl]oxy-14-hydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one",C41H64O13,764.9,2.3,183.0,5,13,7,54,,WDJUZGPOPHTGOT-XUDUSOBPSA-N
123631,N-(3-chloro-4-fluorophenyl)-7-methoxy-6-(3-morpholin-4-ylpropoxy)quinazolin-4-amine,C22H24ClFN4O3,446.9,4.1,68.7,1,8,8,31,,XGALLCVXEZPNRQ-UHFFFAOYSA-N
49803313,6-ethyl-3-[3-methoxy-4-[4-(4-methylpiperazin-1-yl)piperidin-1-yl]anilino]-5-(oxan-4-ylamino)pyrazine-2-carboxamide,C29H44N8O3,552.7,3.5,121.0,3,10,9,40,,GYQYAJJFPNQOOW-UHFFFAOYSA-N
2145,"3-(4-aminophenyl)-3-ethylpiperidine-2,6-dione",C13H16N2O2,232.28,1.2,72.2,2,3,2,17,,ROBVIMPUHSLWNV-UHFFFAOYSA-N
53232,"[(1S,3R,7S,8S,8aR)-8-[2-[(2R,4R)-4-hydroxy-6-oxooxan-2-yl]ethyl]-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] (2S)-2-methylbutanoate",C24H36O5,404.5,4.3,72.8,1,5,7,29,,PCZOHLXUXFIOCF-BXMDZJJMSA-N
11387605,4-[[(3S)-3-(dimethylamino)pyrrolidin-1-yl]methyl]-N-[4-methyl-3-[(4-pyrimidin-5-ylpyrimidin-2-yl)amino]phenyl]-3-(trifluoromethyl)benzamide,C30H31F3N8O,576.6,4.2,99.2,2,11,8,42,,ZGBAJMQHJDFTQJ-DEOSSOPVSA-N
3365,"2-(2,4-difluorophenyl)-1,3-bis(1,2,4-triazol-1-yl)propan-2-ol",C13H12F2N6O,306.27,0.4,81.7,1,7,5,22,,RFHAOTPXVQNOHP-UHFFFAOYSA-N
124246,N-[7-(methanesulfonamido)-4-oxo-6-phenoxychromen-3-yl]formamide,C17H14N2O6S,374.4,1.4,119.0,2,7,5,26,,ANMATWQYLIFGOK-UHFFFAOYSA-N
15951529,"4-[3-[4-cyano-3-(trifluoromethyl)phenyl]-5,5-dimethyl-4-oxo-2-sulfanylideneimidazolidin-1-yl]-2-fluoro-N-methylbenzamide",C21H16F4N4O2S,464.4,3.6,109.0,1,8,3,32,,WXCXUHSOUPDCQV-UHFFFAOYSA-N
5546,"6-phenylpteridine-2,4,7-triamine",C12H11N7,253.26,1.0,130.0,3,7,1,19,,FNYLWPVRPXGIIP-UHFFFAOYSA-N
135564531,"2-[(2S)-1-azabicyclo[2.2.2]octan-2-yl]-6-(5-methyl-1H-pyrazol-4-yl)-3H-thieno[3,2-d]pyrimidin-4-one",C17H19N5OS,341.4,2.0,102.0,2,5,2,24,,XGVXKJKTISMIOW-ZDUSSCGKSA-N
148201,"N-[2-[[4-[2-(6,7-dimethoxy-3,4-dihydro-1H-isoquinolin-2-yl)ethyl]phenyl]carbamoyl]-4,5-dimethoxyphenyl]quinoline-3-carboxamide",C38H38N4O6,646.7,6.1,111.0,2,8,11,48,,LGGHDPFKSSRQNS-UHFFFAOYSA-N
78357807,N-[2-[2-(dimethylamino)ethyl-methylamino]-4-methoxy-5-[[4-(1-methylindol-3-yl)pyrimidin-2-yl]amino]phenyl]prop-2-enamide;methanesulfonic acid,C29H37N7O5S,595.7,,150.0,3,10,10,42,,FUKSNUHSJBTCFJ-UHFFFAOYSA-N
11998575,8-(1-hydroxyethyl)-2-methoxy-3-[(4-methoxyphenyl)methoxy]benzo[c]chromen-6-one,C24H22O6,406.4,4.0,74.2,1,6,6,30,,YEAHTLOYHVWAKW-UHFFFAOYSA-N
11647372,"4-[4-[2-(difluoromethyl)benzimidazol-1-yl]-6-morpholin-4-yl-1,3,5-triazin-2-yl]morpholine",C19H21F2N7O2,417.4,2.3,81.4,0,10,4,30,,HGVNLRPZOWWDKD-UHFFFAOYSA-N
13769,"(4aS,4bR,10aR,10bS,12aS)-10a,12a-dimethyl-4,4a,4b,5,6,10b,11,12-octahydro-3H-naphtho[2,1-f]chromene-2,8-dione",C19H24O3,300.4,3.0,43.4,0,3,0,22,,BPEWUONYVDABNZ-DZBHQSCQSA-N
5756,"(8R,9S,13S,14S,16R,17R)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,16,17-triol",C18H24O3,288.4,2.5,60.7,3,3,0,21,,PROQIPRRNZUXQM-ZXXIGWHRSA-N
107969,"2-amino-2-[2-(4-octylphenyl)ethyl]propane-1,3-diol;hydrochloride",C19H34ClNO2,343.9,,66.5,4,3,12,23,,SWZTYAVBMYWFGS-UHFFFAOYSA-N
16041424,6-(4-methylpiperazin-1-yl)-N-(5-methyl-1H-pyrazol-3-yl)-2-[(E)-2-phenylethenyl]pyrimidin-4-amine,C21H25N7,375.5,3.7,73.0,2,6,5,28,,BLQYVHBZHAISJM-CMDGGOBGSA-N
11219835,"3-[5-(2-fluorophenyl)-1,2,4-oxadiazol-3-yl]benzoic acid",C15H9FN2O3,284.24,3.1,76.2,1,6,3,21,,OOUGLTULBSNHNF-UHFFFAOYSA-N
150311,"(3R,4S)-1-(4-fluorophenyl)-3-[(3S)-3-(4-fluorophenyl)-3-hydroxypropyl]-4-(4-hydroxyphenyl)azetidin-2-one",C24H21F2NO3,409.4,4.0,60.8,2,5,6,30,,OLNTVTPDXPETLC-XPWALMASSA-N
44603362,"N-[5-[4-(3,3-dimethylazetidine-1-carbonyl)phenyl]-[1,2,4]triazolo[1,5-a]pyridin-2-yl]cyclopropanecarboxamide",C22H23N5O2,389.4,2.8,79.6,1,4,4,29,,MPYACSQFXVMWNO-UHFFFAOYSA-N
688272,N-[[(2S)-1-ethylpyrrolidin-2-yl]methyl]-2-methoxy-5-sulfamoylbenzamide,C15H23N3O4S,341.4,0.6,110.0,2,6,6,23,,BGRJTUBHPOOWDU-NSHDSACASA-N
46943432,"2-[(4S)-6-(4-chlorophenyl)-8-methoxy-1-methyl-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepin-4-yl]-N-ethylacetamide",C22H22ClN5O2,423.9,2.9,81.4,1,5,5,30,,AAAQFGUYHFJNHI-SFHVURJKSA-N
59757974,"4-N-(5-cyclopropyl-1H-pyrazol-3-yl)-6-(4-methylpiperazin-1-yl)-2-N-[(3-propan-2-yl-1,2-oxazol-5-yl)methyl]pyrimidine-2,4-diamine",C22H31N9O,437.5,3.0,111.0,3,9,8,32,,ALKJNCZNEOTEMP-UHFFFAOYSA-N
2720,"6-chloro-1,1-dioxo-4H-1lambda6,2,4-benzothiadiazine-7-sulfonamide",C7H6ClN3O4S2,295.7,-0.2,135.0,2,6,1,17,,JBMKAUGHUNFTOL-UHFFFAOYSA-N
60560,"5-[[4-[2-(5-ethyl-2-pyridinyl)ethoxy]phenyl]methyl]-1,3-thiazolidine-2,4-dione;hydrochloride",C19H21ClN2O3S,392.9,,93.6,2,5,7,26,,GHUUBYQTCDQWRA-UHFFFAOYSA-N
16123056,"2-amino-8-ethyl-4-methyl-6-(1H-pyrazol-5-yl)pyrido[2,3-d]pyrimidin-7-one",C13H14N6O,270.29,0.5,101.0,2,5,2,20,,RGHYDLZMTYDBDT-UHFFFAOYSA-N
25227436,"4-amino-N-[(1S)-1-(4-chlorophenyl)-3-hydroxypropyl]-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidine-4-carboxamide",C21H25ClN6O2,428.9,1.7,120.0,4,6,6,30,,JDUBGYFRJFOXQC-KRWDZBQOSA-N
16049404,"2-amino-N,N-dipropyl-8-[4-(pyrrolidine-1-carbonyl)phenyl]-3H-1-benzazepine-4-carboxamide",C28H34N4O2,458.6,3.8,79.0,1,3,7,34,,QSPOQCXMGPDIHI-UHFFFAOYSA-N
71329,N-[4-[2-[2-[4-(methanesulfonamido)phenoxy]ethyl-methylamino]ethyl]phenyl]methanesulfonamide,C19H27N3O5S2,441.6,1.8,122.0,2,8,11,29,,IXTMWRCNAAVVAI-UHFFFAOYSA-N
3324,[2-(acetyloxymethyl)-4-(2-aminopurin-9-yl)butyl] acetate,C14H19N5O4,321.33,0.0,122.0,1,8,9,23,,GGXKWVWZWMLJEH-UHFFFAOYSA-N
2265,6-(3-methyl-5-nitroimidazol-4-yl)sulfanyl-7H-purine,C9H7N7O2S,277.27,0.1,143.0,1,7,2,19,,LMEKQMALGUDUQG-UHFFFAOYSA-N
2746,4-acetamido-N-(2-aminophenyl)benzamide,C15H15N3O2,269.30,1.3,84.2,3,3,3,20,,VAZAPHZUAVEOMC-UHFFFAOYSA-N
9892071,"2,2-dimethylpropanoyloxymethyl (4R,5S,6S)-3-[1-(4,5-dihydro-1,3-thiazol-2-yl)azetidin-3-yl]sulfanyl-6-[(1R)-1-hydroxyethyl]-4-methyl-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylate",C22H31N3O6S2,497.6,2.3,159.0,1,9,10,33,,SNUDIPVBUUXCDG-QHSBEEBCSA-N
71384,"4-[(2S)-2-(3,5-dioxopiperazin-1-yl)propyl]piperazine-2,6-dione",C11H16N4O4,268.27,-1.4,98.8,2,6,3,19,,BMKDZUISNHGIBY-ZETCQYMHSA-N
60853,"5-[2-[4-(1,2-benzothiazol-3-yl)piperazin-1-yl]ethyl]-6-chloro-1,3-dihydroindol-2-one;hydrate;hydrochloride",C21H24Cl2N4O2S,467.4,,77.7,3,6,4,30,,ZCBZSCBNOOIHFP-UHFFFAOYSA-N
5734,"1,2-benzoxazol-3-ylmethanesulfonamide",C8H8N2O3S,212.23,0.2,94.6,1,5,2,14,,UBQNRHZMVUUOMG-UHFFFAOYSA-N
25166913,"1-[(2R,4R)-2-(1H-benzimidazol-2-yl)-1-methylpiperidin-4-yl]-3-(4-cyanophenyl)urea",C21H22N6O,374.4,2.4,96.8,3,4,3,28,,SFNSLLSYNZWZQG-VQIMIIECSA-N
84029,"(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-12,13-dihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-7-methoxy-3,5,7,9,11,13-hexamethyl-oxacyclotetradecane-2,10-dione",C38H69NO13,748.0,3.2,183.0,4,14,8,52,,AGOYDEPGAOXOCK-KCBOHYOISA-N
3036505,"2-[4-[(Z)-4-chloro-1,2-diphenylbut-1-enyl]phenoxy]ethanol",C24H23ClO2,378.9,6.5,29.5,1,2,8,27,,LUMKNAVTFCDUIE-VHXPQNKSSA-N
72734520,"N-[3-[[2-[3-fluoro-4-(4-methylpiperazin-1-yl)anilino]-7H-pyrrolo[2,3-d]pyrimidin-4-yl]oxy]phenyl]prop-2-enamide",C26H26FN7O2,487.5,4.2,98.4,3,8,7,36,,UOFYSRZSLXWIQB-UHFFFAOYSA-N
126941,"(2S)-2-[[4-[(2,4-diaminopteridin-6-yl)methyl-methylamino]benzoyl]amino]pentanedioic acid",C20H22N8O5,454.4,-1.8,211.0,5,12,9,33,,FBOZXECLQNJBKD-ZDUSSCGKSA-N
10127622,6-(4-bromo-2-chloroanilino)-7-fluoro-N-(2-hydroxyethoxy)-3-methylbenzimidazole-5-carboxamide,C17H15BrClFN4O3,457.7,3.6,88.4,3,6,6,27,,CYOHGALHFOKKQC-UHFFFAOYSA-N
16659841,"5-chloro-2-N-[(1S)-1-(5-fluoropyrimidin-2-yl)ethyl]-4-N-(5-methyl-1H-pyrazol-3-yl)pyrimidine-2,4-diamine",C14H14ClFN8,348.76,2.4,104.0,3,8,5,24,,PDOQBOJDRPLBQU-QMMMGPOBSA-N
4659569,"(3,4-dihydroxy-5-nitrophenyl)-(4-methylphenyl)methanone",C14H11NO5,273.24,3.3,103.0,2,5,2,20,,MIQPIUSUKVNLNT-UHFFFAOYSA-N
91933867,"3-[[4-[(1S)-1-[4-(4-tert-butylphenyl)-3,5-dimethylphenoxy]-4,4,4-trifluorobutyl]benzoyl]amino]propanoic acid",C32H36F3NO4,555.6,8.1,75.6,2,7,11,40,,FASLTMSUPQDLIB-MHZLTWQESA-N
6918638,(E)-N-hydroxy-3-[3-(phenylsulfamoyl)phenyl]prop-2-enamide,C15H14N2O4S,318.3,1.7,104.0,3,5,5,22,,NCNRHFGMJRPRSK-MDZDMXLPSA-N
449193,"3-(cyclopropylmethoxy)-N-(3,5-dichloro-4-pyridinyl)-4-(difluoromethoxy)benzamide",C17H14Cl2F2N2O3,403.2,4.6,60.5,1,6,7,26,,MNDBXUUTURYVHR-UHFFFAOYSA-N
441351,"[(2S,3S,5S,8R,9S,10S,13S,14S,16S,17R)-3-hydroxy-10,13-dimethyl-2-morpholin-4-yl-16-(1-prop-2-enylpyrrolidin-1-ium-1-yl)-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl] acetate bromide",C32H53BrN2O4,609.7,,59.0,1,6,6,39,,OYTJKRAYGYRUJK-FMCCZJBLSA-M
12560,"(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-7,12,13-trihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,7,9,11,13-hexamethyl-oxacyclotetradecane-2,10-dione",C37H67NO13,733.9,2.7,194.0,5,14,7,51,,ULGZDMOVFRHVEP-RWJQBGPGSA-N
