ID,Drug1,Drug2,Cell line,ZIP,classification
8253,GEMCITABINE,TEMOZOLOMIDE,ES2,-10.73,Antagonism
8348,METHOTREXATE,AZD1775,ES2,7.75,Synergy
8349,METHOTREXATE,AZD1775,ES2,6.07,No_Effect
8350,METHOTREXATE,AZD1775,ES2,7.74,Synergy
8351,METHOTREXATE,AZD1775,ES2,5.36,No_Effect
8352,METHOTREXATE,BORTEZOMIB,ES2,5.86,No_Effect
8353,METHOTREXATE,BORTEZOMIB,ES2,6.95,No_Effect
8354,METHOTREXATE,DASATINIB,ES2,5.29,No_Effect
8355,METHOTREXATE,DASATINIB,ES2,5.16,No_Effect
8356,METHOTREXATE,DINACICLIB,ES2,7.6,Synergy
8357,METHOTREXATE,DINACICLIB,ES2,5.39,No_Effect
8358,METHOTREXATE,DINACICLIB,ES2,5.37,No_Effect
8369,METHOTREXATE,MK-2206,ES2,6.52,No_Effect
8370,METHOTREXATE,MK-2206,ES2,6.79,No_Effect
8371,METHOTREXATE,MK-8669,ES2,-5.66,No_Effect
8372,METHOTREXATE,MK-8669,ES2,-5.65,No_Effect
8373,METHOTREXATE,MK-8669,ES2,-7.99,Antagonism
8374,METHOTREXATE,MK-8776,ES2,6.77,No_Effect
8378,METHOTREXATE,TEMOZOLOMIDE,ES2,-5.79,No_Effect
8379,MITOMYCINE,ABT-888,ES2,10.82,Synergy
8380,MITOMYCINE,ABT-888,ES2,7.96,Synergy
8381,MITOMYCINE,ABT-888,ES2,9.32,Synergy
8382,MITOMYCINE,ABT-888,ES2,11.25,Synergy
8383,MITOMYCINE,AZD1775,ES2,10.91,Synergy
8384,MITOMYCINE,AZD1775,ES2,9.85,Synergy
8385,MITOMYCINE,AZD1775,ES2,11.76,Synergy
8386,MITOMYCINE,AZD1775,ES2,13.91,Synergy
8387,MITOMYCINE,BEZ-235,ES2,9.95,Synergy
8388,MITOMYCINE,BEZ-235,ES2,8.77,Synergy
8389,MITOMYCINE,BEZ-235,ES2,11.39,Synergy
8390,MITOMYCINE,BEZ-235,ES2,14.77,Synergy
8391,MITOMYCINE,BORTEZOMIB,ES2,8.91,Synergy
8392,MITOMYCINE,BORTEZOMIB,ES2,8.6,Synergy
8393,MITOMYCINE,BORTEZOMIB,ES2,12.8,Synergy
8394,MITOMYCINE,BORTEZOMIB,ES2,9.46,Synergy
8395,MITOMYCINE,DASATINIB,ES2,10.03,Synergy
8396,MITOMYCINE,DASATINIB,ES2,10.08,Synergy
8397,MITOMYCINE,DASATINIB,ES2,12.09,Synergy
8398,MITOMYCINE,DASATINIB,ES2,11.01,Synergy
8399,MITOMYCINE,DINACICLIB,ES2,9.79,Synergy
8400,MITOMYCINE,DINACICLIB,ES2,13.18,Synergy
8401,MITOMYCINE,DINACICLIB,ES2,7.98,Synergy
8402,MITOMYCINE,DINACICLIB,ES2,7.16,No_Effect
8413,MITOMYCINE,MK-2206,ES2,6.15,No_Effect
8414,MITOMYCINE,MK-2206,ES2,7.38,No_Effect
8415,MITOMYCINE,MK-2206,ES2,8.1,Synergy
8416,MITOMYCINE,MK-2206,ES2,8.54,Synergy
8417,MITOMYCINE,MK-4827,ES2,6.57,No_Effect
8418,MITOMYCINE,MK-4827,ES2,8.68,Synergy
8419,MITOMYCINE,MK-4827,ES2,9.95,Synergy
8420,MITOMYCINE,MK-4827,ES2,7.56,Synergy
8422,MITOMYCINE,MK-8669,ES2,7.09,No_Effect
8423,MITOMYCINE,MK-8669,ES2,10.52,Synergy
8424,MITOMYCINE,MK-8669,ES2,5.14,No_Effect
8425,MITOMYCINE,MK-8669,ES2,17.28,Synergy
8426,MITOMYCINE,MK-8776,ES2,12.28,Synergy
8427,MITOMYCINE,MK-8776,ES2,11.41,Synergy
8428,MITOMYCINE,MK-8776,ES2,12.25,Synergy
8429,MITOMYCINE,MK-8776,ES2,9.03,Synergy
8430,MITOMYCINE,PD325901,ES2,9.16,Synergy
8431,MITOMYCINE,PD325901,ES2,7.85,Synergy
8432,MITOMYCINE,PD325901,ES2,9.06,Synergy
8433,MITOMYCINE,PD325901,ES2,10.72,Synergy
8436,MITOMYCINE,SUNITINIB,ES2,11.11,Synergy
8437,MITOMYCINE,SUNITINIB,ES2,11.12,Synergy
8438,MITOMYCINE,SUNITINIB,ES2,8.22,Synergy
8439,MITOMYCINE,SUNITINIB,ES2,10.8,Synergy
8440,MITOMYCINE,TEMOZOLOMIDE,ES2,8.93,Synergy
8441,MITOMYCINE,ZOLINZA,ES2,12.83,Synergy
8442,MITOMYCINE,ZOLINZA,ES2,13.5,Synergy
8443,MITOMYCINE,ZOLINZA,ES2,13.49,Synergy
8444,MITOMYCINE,ZOLINZA,ES2,17.04,Synergy
8445,MK-2206,BEZ-235,ES2,5.18,No_Effect
8446,MK-2206,BEZ-235,ES2,5.26,No_Effect
8447,MK-2206,BORTEZOMIB,ES2,5.03,No_Effect
8448,MK-2206,BORTEZOMIB,ES2,9.29,Synergy
8451,MK-2206,MK-8669,ES2,-6,No_Effect
8452,MK-2206,MK-8669,ES2,9.36,Synergy
8453,MK-2206,MK-8776,ES2,5.78,No_Effect
8458,MK-2206,PD325901,ES2,6.69,No_Effect
8459,MK-2206,PD325901,ES2,5.72,No_Effect
8465,MK-2206,TOPOTECAN,ES2,5.94,No_Effect
8466,MK-2206,TOPOTECAN,ES2,5.26,No_Effect
8511,MK-4827,BEZ-235,ES2,8.32,Synergy
8512,MK-4827,BORTEZOMIB,ES2,5.74,No_Effect
8513,MK-4827,BORTEZOMIB,ES2,8.1,Synergy
8517,MK-4827,MK-8669,ES2,-6.54,No_Effect
8518,MK-4827,MK-8669,ES2,-5.1,No_Effect
8519,MK-4827,MK-8776,ES2,-6.15,No_Effect
8525,MK-4827,TOPOTECAN,ES2,7,No_Effect
8526,MK-4827,TOPOTECAN,ES2,5.48,No_Effect
8527,MK-4827,TOPOTECAN,ES2,6.53,No_Effect
8528,MK-4827,TOPOTECAN,ES2,7.06,No_Effect
8546,MK-8669,BEZ-235,ES2,16.6,Synergy
8547,MK-8669,BEZ-235,ES2,17.28,Synergy
8548,MK-8669,BEZ-235,ES2,15.73,Synergy
8549,MK-8669,BEZ-235,ES2,14.19,Synergy
8552,MK-8669,MK-8776,ES2,13.15,Synergy
8553,MK-8669,MK-8776,ES2,10.53,Synergy
8554,MK-8669,MK-8776,ES2,12.26,Synergy
8555,MK-8669,MK-8776,ES2,11.93,Synergy
8617,PACLITAXEL,ABT-888,ES2,7.77,Synergy
8618,PACLITAXEL,AZD1775,ES2,6.99,No_Effect
8619,PACLITAXEL,AZD1775,ES2,5.1,No_Effect
8620,PACLITAXEL,DASATINIB,ES2,8.83,Synergy
8621,PACLITAXEL,DASATINIB,ES2,8.41,Synergy
8622,PACLITAXEL,DASATINIB,ES2,7.09,No_Effect
8623,PACLITAXEL,DINACICLIB,ES2,6.13,No_Effect
8634,PACLITAXEL,MK-2206,ES2,8.1,Synergy
8635,PACLITAXEL,MK-2206,ES2,6.75,No_Effect
8636,PACLITAXEL,MK-2206,ES2,6.01,No_Effect
8637,PACLITAXEL,MK-2206,ES2,6.35,No_Effect
8642,PACLITAXEL,PD325901,ES2,7.99,Synergy
8643,PACLITAXEL,PD325901,ES2,5.47,No_Effect
8644,PACLITAXEL,PD325901,ES2,5.7,No_Effect
8645,PACLITAXEL,PD325901,ES2,5.44,No_Effect
8650,PACLITAXEL,SUNITINIB,ES2,11.99,Synergy
8651,PACLITAXEL,SUNITINIB,ES2,10.2,Synergy
8652,PACLITAXEL,SUNITINIB,ES2,10.14,Synergy
8653,PACLITAXEL,SUNITINIB,ES2,8.72,Synergy
8654,PACLITAXEL,ZOLINZA,ES2,11.02,Synergy
8655,PACLITAXEL,ZOLINZA,ES2,6.4,No_Effect
8656,PD325901,BEZ-235,ES2,6.5,No_Effect
8657,PD325901,BORTEZOMIB,ES2,5.04,No_Effect
8658,PD325901,BORTEZOMIB,ES2,5.51,No_Effect
8659,PD325901,DASATINIB,ES2,13.37,Synergy
8660,PD325901,DASATINIB,ES2,12.29,Synergy
8661,PD325901,DASATINIB,ES2,10.06,Synergy
8662,PD325901,DASATINIB,ES2,9.23,Synergy
8669,PD325901,TOPOTECAN,ES2,5.74,No_Effect
8678,SUNITINIB,ABT-888,ES2,14.38,Synergy
8679,SUNITINIB,AZD1775,ES2,12.75,Synergy
8680,SUNITINIB,AZD1775,ES2,8.7,Synergy
8681,SUNITINIB,AZD1775,ES2,7.91,Synergy
8682,SUNITINIB,AZD1775,ES2,6.73,No_Effect
8683,SUNITINIB,BEZ-235,ES2,6.87,No_Effect
8684,SUNITINIB,BEZ-235,ES2,8.68,Synergy
8685,SUNITINIB,BEZ-235,ES2,7.42,No_Effect
8686,SUNITINIB,BORTEZOMIB,ES2,6.2,No_Effect
8687,SUNITINIB,DASATINIB,ES2,14.14,Synergy
8688,SUNITINIB,DASATINIB,ES2,6.52,No_Effect
8689,SUNITINIB,DASATINIB,ES2,17.16,Synergy
8690,SUNITINIB,DASATINIB,ES2,16.68,Synergy
8691,SUNITINIB,DINACICLIB,ES2,6.99,No_Effect
8692,SUNITINIB,DINACICLIB,ES2,8.36,Synergy
8693,SUNITINIB,DINACICLIB,ES2,7.75,Synergy
8701,SUNITINIB,MK-2206,ES2,9.37,Synergy
8702,SUNITINIB,MK-2206,ES2,10.18,Synergy
8703,SUNITINIB,MK-2206,ES2,11.14,Synergy
8704,SUNITINIB,MK-2206,ES2,8.93,Synergy
8706,SUNITINIB,MK-8669,ES2,18.94,Synergy
8707,SUNITINIB,MK-8669,ES2,13.06,Synergy
8708,SUNITINIB,MK-8669,ES2,14.54,Synergy
8709,SUNITINIB,MK-8669,ES2,11.78,Synergy
8710,SUNITINIB,MK-8776,ES2,7.02,No_Effect
8713,SUNITINIB,PD325901,ES2,15.16,Synergy
8714,SUNITINIB,PD325901,ES2,10.76,Synergy
8715,SUNITINIB,PD325901,ES2,14.97,Synergy
8716,SUNITINIB,PD325901,ES2,17.85,Synergy
8720,SUNITINIB,TEMOZOLOMIDE,ES2,-6.4,No_Effect
8721,TEMOZOLOMIDE,ABT-888,ES2,6.67,No_Effect
8722,TEMOZOLOMIDE,MK-4827,ES2,5.34,No_Effect
8723,TEMOZOLOMIDE,MK-4827,ES2,6.35,No_Effect
8724,TEMOZOLOMIDE,MK-4827,ES2,6.69,No_Effect
8725,TEMOZOLOMIDE,MK-4827,ES2,6.94,No_Effect
8726,TEMOZOLOMIDE,MK-8669,ES2,7.07,No_Effect
8730,TEMOZOLOMIDE,PD325901,ES2,7.92,Synergy
8810,ZOLINZA,ABT-888,ES2,5.5,No_Effect
8811,ZOLINZA,ABT-888,ES2,5.99,No_Effect
8812,ZOLINZA,AZD1775,ES2,6.67,No_Effect
8813,ZOLINZA,AZD1775,ES2,7.41,No_Effect
8814,ZOLINZA,AZD1775,ES2,9.6,Synergy
8815,ZOLINZA,BEZ-235,ES2,7.26,No_Effect
8816,ZOLINZA,BEZ-235,ES2,6.66,No_Effect
8817,ZOLINZA,BEZ-235,ES2,6.63,No_Effect
8818,ZOLINZA,BORTEZOMIB,ES2,9.35,Synergy
8819,ZOLINZA,BORTEZOMIB,ES2,10.35,Synergy
8820,ZOLINZA,BORTEZOMIB,ES2,10.29,Synergy
8821,ZOLINZA,BORTEZOMIB,ES2,12.71,Synergy
8822,ZOLINZA,DASATINIB,ES2,6.43,No_Effect
8823,ZOLINZA,DASATINIB,ES2,7.04,No_Effect
8824,ZOLINZA,DASATINIB,ES2,6.35,No_Effect
8830,ZOLINZA,GEMCITABINE,ES2,6.03,No_Effect
8831,ZOLINZA,GEMCITABINE,ES2,6.48,No_Effect
8832,ZOLINZA,GEMCITABINE,ES2,6.74,No_Effect
8833,ZOLINZA,MK-2206,ES2,5.56,No_Effect
8834,ZOLINZA,MK-8776,ES2,9.38,Synergy
8835,ZOLINZA,MK-8776,ES2,6.24,No_Effect
8836,ZOLINZA,MK-8776,ES2,11.74,Synergy
8837,ZOLINZA,MK-8776,ES2,5.34,No_Effect
8840,ZOLINZA,PD325901,ES2,6.93,No_Effect
8841,ZOLINZA,PD325901,ES2,7.4,No_Effect
8842,ZOLINZA,PD325901,ES2,10.69,Synergy
8843,ZOLINZA,PD325901,ES2,10.75,Synergy
8847,ZOLINZA,SUNITINIB,ES2,9.1,Synergy
8848,ZOLINZA,TEMOZOLOMIDE,ES2,6.44,No_Effect
8849,ZOLINZA,TEMOZOLOMIDE,ES2,9.8,Synergy
8850,ZOLINZA,TEMOZOLOMIDE,ES2,5.61,No_Effect
8851,ZOLINZA,TEMOZOLOMIDE,ES2,6.15,No_Effect
8852,ZOLINZA,TOPOTECAN,ES2,7.71,Synergy
8853,ZOLINZA,TOPOTECAN,ES2,6.2,No_Effect
8854,5-FU,ABT-888,HCT116,6.79,No_Effect
8855,5-FU,ABT-888,HCT116,7.63,Synergy
8856,5-FU,AZD1775,HCT116,7.16,No_Effect
8857,5-FU,AZD1775,HCT116,5.24,No_Effect
8858,5-FU,AZD1775,HCT116,7.74,Synergy
8859,5-FU,AZD1775,HCT116,11.29,Synergy
8860,5-FU,BEZ-235,HCT116,-5.19,No_Effect
8861,5-FU,DASATINIB,HCT116,9.13,Synergy
8862,5-FU,DINACICLIB,HCT116,6.46,No_Effect
8867,5-FU,MK-4827,HCT116,5.05,No_Effect
8870,5-FU,MK-8776,HCT116,5.36,No_Effect
8871,5-FU,PD325901,HCT116,8.79,Synergy
8872,5-FU,SUNITINIB,HCT116,7.26,No_Effect
8873,5-FU,SUNITINIB,HCT116,9.95,Synergy
8874,5-FU,SUNITINIB,HCT116,9.98,Synergy
8875,5-FU,SUNITINIB,HCT116,11.79,Synergy
8876,5-FU,TEMOZOLOMIDE,HCT116,-5.82,No_Effect
8877,ABT-888,BEZ-235,HCT116,7.09,No_Effect
8890,AZD1775,ABT-888,HCT116,-6.19,No_Effect
8891,AZD1775,ABT-888,HCT116,-6.19,No_Effect
8892,AZD1775,BEZ-235,HCT116,12.7,Synergy
8893,AZD1775,BEZ-235,HCT116,9.35,Synergy
8894,AZD1775,BEZ-235,HCT116,13.66,Synergy
8895,AZD1775,BEZ-235,HCT116,9.93,Synergy
8896,AZD1775,DASATINIB,HCT116,17.19,Synergy
8897,AZD1775,DASATINIB,HCT116,17.85,Synergy
8898,AZD1775,DASATINIB,HCT116,19.24,Synergy
8899,AZD1775,DASATINIB,HCT116,18.75,Synergy
8907,AZD1775,MK-2206,HCT116,5.56,No_Effect
8910,AZD1775,MK-8776,HCT116,20.25,Synergy
8911,AZD1775,MK-8776,HCT116,14.68,Synergy
8912,AZD1775,MK-8776,HCT116,22.83,Synergy
8913,AZD1775,MK-8776,HCT116,24.65,Synergy
8917,AZD1775,PD325901,HCT116,8.6,Synergy
8918,AZD1775,PD325901,HCT116,6.5,No_Effect
8921,AZD1775,TOPOTECAN,HCT116,5.51,No_Effect
8922,BEZ-235,MK-8776,HCT116,5.95,No_Effect
8951,DASATINIB,BEZ-235,HCT116,13.14,Synergy
8952,DASATINIB,BEZ-235,HCT116,11.44,Synergy
8953,DASATINIB,BEZ-235,HCT116,14.92,Synergy
8954,DASATINIB,BEZ-235,HCT116,16.57,Synergy
8955,DASATINIB,DINACICLIB,HCT116,6.69,No_Effect
8960,DASATINIB,MK-8669,HCT116,6.35,No_Effect
8961,DASATINIB,MK-8776,HCT116,8.4,Synergy
8962,DASATINIB,MK-8776,HCT116,6.28,No_Effect
8963,DASATINIB,MK-8776,HCT116,13.85,Synergy
8972,DASATINIB,TOPOTECAN,HCT116,6.36,No_Effect
8973,DASATINIB,TOPOTECAN,HCT116,6.22,No_Effect
8974,DASATINIB,TOPOTECAN,HCT116,5.64,No_Effect
8975,DASATINIB,TOPOTECAN,HCT116,7.67,Synergy
8976,DEXAMETHASONE,AZD1775,HCT116,-5.64,No_Effect
8977,DEXAMETHASONE,AZD1775,HCT116,-6.55,No_Effect
8978,DEXAMETHASONE,BEZ-235,HCT116,-6.32,No_Effect
8979,DEXAMETHASONE,BEZ-235,HCT116,-6.08,No_Effect
8987,DEXAMETHASONE,PD325901,HCT116,-5.69,No_Effect
8988,DEXAMETHASONE,SUNITINIB,HCT116,5.3,No_Effect
9014,ETOPOSIDE,ABT-888,HCT116,6.09,No_Effect
9015,ETOPOSIDE,ABT-888,HCT116,6.92,No_Effect
9016,ETOPOSIDE,AZD1775,HCT116,7.5,No_Effect
9017,ETOPOSIDE,AZD1775,HCT116,8.85,Synergy
9018,ETOPOSIDE,AZD1775,HCT116,7.33,No_Effect
9019,ETOPOSIDE,DASATINIB,HCT116,8.98,Synergy
9020,ETOPOSIDE,DASATINIB,HCT116,12.02,Synergy
9021,ETOPOSIDE,DASATINIB,HCT116,9.47,Synergy
9022,ETOPOSIDE,DASATINIB,HCT116,7.04,No_Effect
9029,ETOPOSIDE,MK-2206,HCT116,10.33,Synergy
9030,ETOPOSIDE,MK-2206,HCT116,9.9,Synergy
9031,ETOPOSIDE,MK-2206,HCT116,12.17,Synergy
9032,ETOPOSIDE,MK-2206,HCT116,11.68,Synergy
9033,ETOPOSIDE,MK-4827,HCT116,6.76,No_Effect
9034,ETOPOSIDE,MK-4827,HCT116,7.62,Synergy
9035,ETOPOSIDE,MK-4827,HCT116,5.59,No_Effect
9036,ETOPOSIDE,MK-4827,HCT116,5.13,No_Effect
9037,ETOPOSIDE,PD325901,HCT116,-5.22,No_Effect
9038,ETOPOSIDE,SUNITINIB,HCT116,6.05,No_Effect
9039,ETOPOSIDE,SUNITINIB,HCT116,5.36,No_Effect
9040,ETOPOSIDE,SUNITINIB,HCT116,5.64,No_Effect
9041,ETOPOSIDE,TEMOZOLOMIDE,HCT116,7.78,Synergy
9057,GEMCITABINE,AZD1775,HCT116,9.76,Synergy
9058,GEMCITABINE,AZD1775,HCT116,9.77,Synergy
9059,GEMCITABINE,AZD1775,HCT116,10.98,Synergy
9060,GEMCITABINE,AZD1775,HCT116,11.39,Synergy
9061,GEMCITABINE,DASATINIB,HCT116,8.65,Synergy
9062,GEMCITABINE,DASATINIB,HCT116,8.35,Synergy
9063,GEMCITABINE,DASATINIB,HCT116,10.6,Synergy
9064,GEMCITABINE,DASATINIB,HCT116,11.45,Synergy
9072,GEMCITABINE,MK-2206,HCT116,6.92,No_Effect
9075,GEMCITABINE,MK-8669,HCT116,6.75,No_Effect
9152,METHOTREXATE,ABT-888,HCT116,-5.14,No_Effect
9153,METHOTREXATE,ABT-888,HCT116,-5.07,No_Effect
9154,METHOTREXATE,BEZ-235,HCT116,-7.2,No_Effect
9155,METHOTREXATE,BEZ-235,HCT116,-7.79,Antagonism
9156,METHOTREXATE,BEZ-235,HCT116,-6.52,No_Effect
9157,METHOTREXATE,BEZ-235,HCT116,-6.66,No_Effect
9166,METHOTREXATE,MK-4827,HCT116,-5.65,No_Effect
9167,METHOTREXATE,MK-4827,HCT116,-5.34,No_Effect
9168,METHOTREXATE,MK-4827,HCT116,-6.01,No_Effect
9169,METHOTREXATE,MK-8776,HCT116,-5.24,No_Effect
9170,METHOTREXATE,PD325901,HCT116,-5.66,No_Effect
9171,METHOTREXATE,PD325901,HCT116,-6.22,No_Effect
9172,METHOTREXATE,PD325901,HCT116,-5.75,No_Effect
9174,METHOTREXATE,SUNITINIB,HCT116,-5.98,No_Effect
9175,METHOTREXATE,SUNITINIB,HCT116,-5.79,No_Effect
9176,METHOTREXATE,SUNITINIB,HCT116,-5.57,No_Effect
9177,METHOTREXATE,TEMOZOLOMIDE,HCT116,-5.45,No_Effect
9178,METHOTREXATE,TEMOZOLOMIDE,HCT116,-5.07,No_Effect
9179,MITOMYCINE,ABT-888,HCT116,10.07,Synergy
9180,MITOMYCINE,AZD1775,HCT116,7.65,Synergy
9181,MITOMYCINE,AZD1775,HCT116,6.54,No_Effect
9182,MITOMYCINE,AZD1775,HCT116,6.04,No_Effect
9183,MITOMYCINE,BEZ-235,HCT116,6.42,No_Effect
9184,MITOMYCINE,DASATINIB,HCT116,8.25,Synergy
9185,MITOMYCINE,DASATINIB,HCT116,10.91,Synergy
9186,MITOMYCINE,DASATINIB,HCT116,7.28,No_Effect
9187,MITOMYCINE,DASATINIB,HCT116,8.72,Synergy
9196,MITOMYCINE,MK-2206,HCT116,7.05,No_Effect
9198,MITOMYCINE,MK-8669,HCT116,6.21,No_Effect
9199,MITOMYCINE,MK-8776,HCT116,8.54,Synergy
9200,MITOMYCINE,MK-8776,HCT116,10.01,Synergy
9201,MITOMYCINE,MK-8776,HCT116,9.84,Synergy
9202,MITOMYCINE,MK-8776,HCT116,7.78,Synergy
9203,MITOMYCINE,PD325901,HCT116,-5.47,No_Effect
9208,MITOMYCINE,SUNITINIB,HCT116,5.71,No_Effect
9209,MITOMYCINE,SUNITINIB,HCT116,5.18,No_Effect
9210,MITOMYCINE,TEMOZOLOMIDE,HCT116,5.03,No_Effect
9211,MK-2206,BEZ-235,HCT116,6.28,No_Effect
9212,MK-2206,BEZ-235,HCT116,7.09,No_Effect
9213,MK-2206,BEZ-235,HCT116,7.72,Synergy
9214,MK-2206,BEZ-235,HCT116,7.56,Synergy
9215,MK-2206,DASATINIB,HCT116,17.53,Synergy
9216,MK-2206,DASATINIB,HCT116,17.82,Synergy
9220,MK-2206,PD325901,HCT116,6.64,No_Effect
9221,MK-2206,PD325901,HCT116,8.78,Synergy
9222,MK-2206,PD325901,HCT116,11.83,Synergy
9228,MK-2206,TOPOTECAN,HCT116,7.18,No_Effect
9229,MK-2206,TOPOTECAN,HCT116,12.5,Synergy
9230,MK-2206,TOPOTECAN,HCT116,10.06,Synergy
9231,MK-2206,TOPOTECAN,HCT116,14.1,Synergy
9258,MK-4827,BEZ-235,HCT116,6.77,No_Effect
9259,MK-4827,DASATINIB,HCT116,9.48,Synergy
9260,MK-4827,DASATINIB,HCT116,5.72,No_Effect
9261,MK-4827,DASATINIB,HCT116,6.43,No_Effect
9262,MK-4827,MK-2206,HCT116,6.95,No_Effect
9263,MK-4827,MK-8776,HCT116,9.8,Synergy
9272,MK-4827,TOPOTECAN,HCT116,10.45,Synergy
9273,MK-4827,TOPOTECAN,HCT116,9.78,Synergy
9274,MK-4827,TOPOTECAN,HCT116,11.88,Synergy
9275,MK-4827,TOPOTECAN,HCT116,12.22,Synergy
9304,MK-8669,BEZ-235,HCT116,6.34,No_Effect
9305,MK-8669,BEZ-235,HCT116,7.84,Synergy
9306,MK-8669,DINACICLIB,HCT116,5.09,No_Effect
9311,MK-8669,TOPOTECAN,HCT116,5.32,No_Effect
9363,PACLITAXEL,DASATINIB,HCT116,7.9,Synergy
9364,PACLITAXEL,DASATINIB,HCT116,5.53,No_Effect
9365,PACLITAXEL,DASATINIB,HCT116,5.71,No_Effect
9366,PACLITAXEL,DASATINIB,HCT116,7.12,No_Effect
9368,PACLITAXEL,MK-2206,HCT116,5.95,No_Effect
9369,PACLITAXEL,MK-2206,HCT116,7.37,No_Effect
9370,PACLITAXEL,MK-2206,HCT116,5.46,No_Effect
9375,PACLITAXEL,SUNITINIB,HCT116,10.32,Synergy
9376,PACLITAXEL,SUNITINIB,HCT116,8.6,Synergy
9377,PACLITAXEL,SUNITINIB,HCT116,9.69,Synergy
9378,PACLITAXEL,SUNITINIB,HCT116,9.19,Synergy
9379,PD325901,ABT-888,HCT116,-6.85,No_Effect
9380,PD325901,ABT-888,HCT116,-6.51,No_Effect
9381,PD325901,BEZ-235,HCT116,6.54,No_Effect
9382,PD325901,BEZ-235,HCT116,6.02,No_Effect
9383,PD325901,BEZ-235,HCT116,12,Synergy
9384,PD325901,BEZ-235,HCT116,12.56,Synergy
9385,PD325901,DASATINIB,HCT116,13.98,Synergy
9386,PD325901,DASATINIB,HCT116,13.78,Synergy
9387,PD325901,DASATINIB,HCT116,13.55,Synergy
9388,PD325901,DASATINIB,HCT116,13.27,Synergy
9389,PD325901,DINACICLIB,HCT116,-6.35,No_Effect
9390,PD325901,DINACICLIB,HCT116,-5.12,No_Effect
9391,PD325901,MK-8776,HCT116,-6.18,No_Effect
9392,PD325901,MK-8776,HCT116,-5.65,No_Effect
9405,SUNITINIB,ABT-888,HCT116,7.72,Synergy
9406,SUNITINIB,ABT-888,HCT116,7.52,Synergy
9407,SUNITINIB,ABT-888,HCT116,9.29,Synergy
9408,SUNITINIB,ABT-888,HCT116,9.59,Synergy
9409,SUNITINIB,BEZ-235,HCT116,11.83,Synergy
9410,SUNITINIB,BEZ-235,HCT116,15.89,Synergy
9411,SUNITINIB,BEZ-235,HCT116,17.23,Synergy
9412,SUNITINIB,BEZ-235,HCT116,15.83,Synergy
9413,SUNITINIB,BORTEZOMIB,HCT116,5.05,No_Effect
9414,SUNITINIB,DASATINIB,HCT116,22.72,Synergy
9415,SUNITINIB,DASATINIB,HCT116,16.71,Synergy
9416,SUNITINIB,DASATINIB,HCT116,24.44,Synergy
9417,SUNITINIB,DASATINIB,HCT116,26.44,Synergy
9426,SUNITINIB,MK-2206,HCT116,9.51,Synergy
9427,SUNITINIB,MK-2206,HCT116,16.69,Synergy
9428,SUNITINIB,MK-2206,HCT116,17.72,Synergy
9429,SUNITINIB,MK-2206,HCT116,19.48,Synergy
9433,SUNITINIB,MK-8669,HCT116,10.68,Synergy
9434,SUNITINIB,MK-8669,HCT116,10.35,Synergy
9435,SUNITINIB,MK-8669,HCT116,9.28,Synergy
9436,SUNITINIB,MK-8669,HCT116,10.24,Synergy
9441,SUNITINIB,PD325901,HCT116,12.37,Synergy
9442,SUNITINIB,PD325901,HCT116,12.9,Synergy
9443,SUNITINIB,PD325901,HCT116,13.33,Synergy
9444,SUNITINIB,PD325901,HCT116,17.74,Synergy
9452,TEMOZOLOMIDE,ABT-888,HCT116,10.65,Synergy
9453,TEMOZOLOMIDE,ABT-888,HCT116,11.04,Synergy
9454,TEMOZOLOMIDE,ABT-888,HCT116,12.66,Synergy
9455,TEMOZOLOMIDE,ABT-888,HCT116,10.17,Synergy
9456,TEMOZOLOMIDE,BEZ-235,HCT116,7.42,No_Effect
9457,TEMOZOLOMIDE,DASATINIB,HCT116,5.52,No_Effect
9458,TEMOZOLOMIDE,DASATINIB,HCT116,5.35,No_Effect
9459,TEMOZOLOMIDE,MK-2206,HCT116,5.1,No_Effect
9460,TEMOZOLOMIDE,MK-4827,HCT116,21.64,Synergy
9461,TEMOZOLOMIDE,MK-4827,HCT116,20.52,Synergy
9462,TEMOZOLOMIDE,MK-4827,HCT116,21.81,Synergy
9463,TEMOZOLOMIDE,MK-4827,HCT116,28.8,Synergy
9464,TEMOZOLOMIDE,MK-8669,HCT116,9.03,Synergy
9465,TEMOZOLOMIDE,MK-8669,HCT116,8.41,Synergy
9466,TEMOZOLOMIDE,MK-8776,HCT116,5.1,No_Effect
9469,TEMOZOLOMIDE,PD325901,HCT116,-9.39,Antagonism
9470,TEMOZOLOMIDE,PD325901,HCT116,-6.34,No_Effect
9475,TEMOZOLOMIDE,TOPOTECAN,HCT116,6.97,No_Effect
9476,TEMOZOLOMIDE,TOPOTECAN,HCT116,17.02,Synergy
9477,TOPOTECAN,BEZ-235,HCT116,6.69,No_Effect
9478,TOPOTECAN,BEZ-235,HCT116,5.88,No_Effect
9479,TOPOTECAN,BEZ-235,HCT116,5.05,No_Effect
9480,TOPOTECAN,BEZ-235,HCT116,7.96,Synergy
9481,TOPOTECAN,MK-8776,HCT116,7.05,No_Effect
9482,TOPOTECAN,MK-8776,HCT116,9.64,Synergy
9532,ZOLINZA,AZD1775,HCT116,8.14,Synergy
9533,ZOLINZA,AZD1775,HCT116,5.23,No_Effect
9534,ZOLINZA,AZD1775,HCT116,5.15,No_Effect
9535,ZOLINZA,AZD1775,HCT116,9.01,Synergy
9536,ZOLINZA,DASATINIB,HCT116,8.35,Synergy
